City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,havelock,34.8791,-76.9013,14.97,89,100,0.0,US,1675223234
371,forestville,38.8451,-76.875,2.39,93,100,2.57,US,1675223237
372,sorland,67.667,12.6934,1.92,62,59,2.69,NO,1675223238
373,monchegorsk,67.9397,32.8739,-5.95,96,100,1.84,RU,1675223240
374,bac lieu,9.285,105.7244,25.52,81,100,3.53,VN,1675223241
375,port blair,11.6667,92.75,29.02,74,20,2.06,IN,1675223242
376,cabo san lucas,22.8909,-109.9124,18.67,65,67,2.14,MX,1675223230
377,nome,64.5011,-165.4064,-5.96,100,100,0.0,US,1675223244
378,assiniboia,49.6334,-105.9845,-16.1,72,58,3.09,CA,1675223245
379,tahoua,14.8888,5.2692,20.75,10,100,4.56,NE,1675223246
380,baruun-urt,46.6806,113.2792,-16.55,72,2,3.89,MN,1675223247
381,conakry,9.538,-13.6773,25.32,68,1,2.41,GN,1675223248
382,nioro,13.35,-15.75,20.7,18,11,2.92,GM,1675223248
383,ilulissat,69.2167,-51.1,-18.99,71,75,1.03,GL,1675223249
384,santa fe,-31.6333,-60.7,27.23,60,0,1.79,AR,1675223091
385,lamar,33.6668,-95.5836,-3.13,95,100,4.63,US,1675223250
386,huayang,34.4155,109.9939,1.84,24,77,1.64,CN,1675223251
387,ardahan,41.1087,42.7022,-10.52,95,99,0.64,TR,1675223252
388,faya,18.3851,42.4509,9.29,57,62,1.98,SA,1675223252
389,waw,7.7029,27.9953,23.38,20,7,1.23,SS,1675223253
390,acapulco,16.8634,-99.8901,26.9,78,0,3.09,MX,1675222797
391,sibiti,-3.6819,13.3499,20.03,99,96,0.65,CG,1675223254
392,hambantota,6.1241,81.1185,26.19,94,20,2.57,LK,1675223256
393,praia,14.9215,-23.5087,20.3,77,40,7.2,CV,1675223257
394,oistins,13.0667,-59.5333,24.05,78,20,5.14,BB,1675223259
395,myitkyina,25.3833,97.4,26.74,33,36,0.58,MM,1675223259
396,beloha,-25.1667,45.05,22.23,74,38,6.22,MG,1675223260
397,oranjemund,-28.55,16.4333,17.45,90,70,2.65,NA,1675223026
398,yarmouth,41.7057,-70.2286,-0.02,63,100,9.83,US,1675223261
399,binzhou,37.3667,118.0167,2.35,18,43,7.6,CN,1675223016
400,tevaitoa,-16.7833,-151.5,27.76,72,100,6.36,PF,1675223261
401,kyra,49.5776,111.9753,-14.75,68,16,1.76,RU,1675223262
402,fortuna,40.5982,-124.1573,6.19,85,0,0.0,US,1675223262
403,yaan,7.3833,8.5667,26.39,52,45,2.44,NG,1675223263
404,realeza,-25.7689,-53.5325,18.74,99,4,1.52,BR,1675223263
405,san juan,-31.5375,-68.5364,26.98,54,76,6.21,AR,1675223264
406,la romana,18.4273,-68.9728,21.2,94,20,2.06,DO,1675223264
407,bud,39.447,-86.1758,-4.99,71,100,2.41,US,1675223265
408,abha,18.2164,42.5053,9.14,62,0,0.0,SA,1675223265
409,sayyan,15.1718,44.3244,10.69,80,44,0.96,YE,1675223266
410,ardino,41.5833,25.1333,-2.74,81,29,2.17,BG,1675223266
411,zhuzhou,27.8333,113.15,14.07,37,0,2.7,CN,1675223267
412,kosa,59.9445,54.9977,-1.95,89,100,5.36,RU,1675223267
413,salisbury,51.0693,-1.7957,6.56,82,100,5.14,GB,1675223148
414,bhag,29.0415,67.8239,17.49,22,0,0.08,PK,1675223268
415,kampong chhnang,12.1667,104.55,29.5,49,52,4.15,KH,1675223269
416,nemuro,43.3236,145.575,-1.71,71,50,3.94,JP,1675223269
417,challapata,-18.9,-66.7667,10.82,68,89,2.21,BO,1675223269
418,cambridge,43.3601,-80.3127,-8.37,67,0,3.09,CA,1675222800
419,tomatlan,19.9333,-105.25,18.2,86,37,1.32,MX,1675223270
420,aginskoye,51.1,114.53,-13.61,68,4,6.32,RU,1675223271
421,jibuti,11.5,42.5,18.62,70,2,5.95,DJ,1675223271
422,nanzhang,31.7765,111.8386,11.58,22,0,6.78,CN,1675223271
423,port-cartier,50.0334,-66.8654,-17.18,93,3,3.32,CA,1675223272
424,maragogi,-9.0122,-35.2225,24.95,82,56,2.46,BR,1675223272
425,teya,60.3778,92.6267,-14.39,96,99,1.07,RU,1675223273
426,darhan,49.4867,105.9228,-16.48,82,100,2.59,MN,1675223273
427,esmeraldas,-19.7625,-44.3139,21.48,91,58,1.84,BR,1675223273
428,ust-kuyga,70.0167,135.6,-26.71,97,100,3.89,RU,1675223274
429,mandiana,10.6333,-8.6833,21.85,19,9,2.14,GN,1675223274
430,zharkovskiy,55.849,32.2697,-4.38,96,99,2.57,RU,1675223275
431,deputatskiy,69.3,139.9,-28.05,95,100,2.47,RU,1675223275
432,shahrud,36.4182,54.9763,3.49,96,100,2.16,IR,1675223276
433,bilibino,68.0546,166.4372,-14.43,88,96,2.41,RU,1675223276
434,vestmannaeyjar,63.4427,-20.2734,0.07,70,81,2.88,IS,1675223276
435,ancud,-41.8697,-73.8203,10.2,85,0,1.18,CL,1675223247
436,argir,61.9959,-6.7715,3.54,79,72,9.38,FO,1675223277
437,jumla,29.2747,82.1838,8.17,29,0,1.46,NP,1675223277
438,codajas,-3.8367,-62.0569,22.95,98,100,1.07,BR,1675223278
439,tignere,7.3667,12.65,18.86,23,1,0.64,CM,1675223278
440,beihai,21.4833,109.1,19.85,83,91,4.58,CN,1675223095
441,weyburn,49.6668,-103.8511,-21.88,77,99,2.57,CA,1675223279
442,pskov,57.8136,28.3496,-0.05,80,100,3.0,RU,1675223279
443,topolobampo,25.6,-109.05,15.95,77,100,2.57,MX,1675223280
444,skawina,49.9752,19.8287,2.43,84,75,7.2,PL,1675223280
445,bambanglipuro,-7.95,110.2833,29.4,67,100,3.28,ID,1675223281
446,xiaoshan,30.1675,120.2588,14.92,55,0,3.0,CN,1675223281
447,basco,20.4487,121.9702,24.17,72,94,7.27,PH,1675223282
448,khandagayty,50.7333,92.05,-20.93,99,98,1.05,RU,1675223282
449,miranda,3.2499,-76.2281,21.07,88,93,2.4,CO,1675223283
450,codrington,-38.2667,141.9667,16.72,45,100,5.13,AU,1675223284
451,meulaboh,4.1363,96.1285,27.89,64,95,1.27,ID,1675223285
452,kosh-agach,50.0,88.6667,-23.52,82,100,0.56,RU,1675223286
453,tocache,-8.1842,-76.5125,21.45,98,100,0.69,PE,1675223288
454,birao,10.2849,22.7882,21.33,16,6,2.97,CF,1675223288
455,salalah,17.0151,54.0924,21.05,68,75,2.06,OM,1675223289
456,novaya zaimka,56.4857,66.9241,-10.06,90,98,4.03,RU,1675223290
457,bilma,18.6853,12.9164,14.54,30,100,6.02,NE,1675223290
458,zhangye,38.9342,100.4517,-4.78,44,91,0.15,CN,1675223291
459,pimentel,-6.8367,-79.9342,23.16,68,0,5.14,PE,1675223292
460,narasannapeta,18.4167,84.05,26.93,44,55,3.37,IN,1675223293
461,kirksville,40.1948,-92.5833,-8.86,57,0,1.54,US,1675223174
462,wanaka,-44.7,169.15,23.95,59,100,1.34,NZ,1675223295
463,curvelo,-18.7564,-44.4308,22.04,74,98,2.11,BR,1675223297
464,erzin,36.9559,36.2,6.53,77,100,2.14,TR,1675223297
465,gamba,-2.65,10.0,24.67,89,95,2.51,GA,1675223298
466,yeppoon,-23.1333,150.7333,31.88,68,93,2.92,AU,1675223298
467,port macquarie,-31.4333,152.9167,28.27,63,6,6.4,AU,1675223300
468,grand-santi,4.25,-54.3833,21.12,99,82,0.8,GF,1675223301
469,praia da vitoria,38.7333,-27.0667,12.64,94,75,4.05,PT,1675223302
470,yatou,37.15,122.3833,-0.13,47,100,10.34,CN,1675223303
471,pozo colorado,-23.4923,-58.7972,22.98,96,1,2.0,PY,1675223304
472,bokhan,53.153,103.7714,-14.05,82,100,1.33,RU,1675223305
473,loukhi,66.0764,33.0381,-12.31,95,36,3.28,RU,1675223306
474,susehri,40.1644,38.0867,0.49,95,100,0.2,TR,1675223307
475,kenora,49.8167,-94.4337,-24.46,77,0,3.6,CA,1675223307
476,sa kaeo,13.75,102.3333,30.33,32,100,1.81,TH,1675223309
477,pyapon,16.2833,95.6833,29.27,47,42,2.12,MM,1675223310
478,statesboro,32.4488,-81.7832,16.93,94,75,0.0,US,1675223312
479,topeka,39.0483,-95.678,-4.94,61,0,2.06,US,1675223308
480,san policarpo,12.1791,125.5072,27.44,81,19,5.63,PH,1675223315
481,waddan,29.1614,16.139,7.09,77,5,3.59,LY,1675223317
482,vilhena,-12.7406,-60.1458,19.38,99,100,0.9,BR,1675223119
483,sijunjung,-0.6876,100.9537,24.49,90,100,0.58,ID,1675223319
484,pevek,69.7008,170.3133,-15.2,85,25,1.32,RU,1675223319
485,iskateley,67.6803,53.1512,-4.35,95,100,8.2,RU,1675223320
486,trapani,37.8333,12.6667,7.16,87,0,3.09,IT,1675223320
487,suntar,62.1444,117.6319,-29.3,93,70,2.91,RU,1675223321
488,taonan,45.3333,122.7833,-6.48,46,87,7.15,CN,1675223321
489,fairbanks,64.8378,-147.7164,-9.02,80,0,3.09,US,1675223252
490,yaring,6.8662,101.3689,26.53,75,100,3.22,TH,1675223322
491,puerto narino,-3.7703,-70.3831,21.96,98,100,1.2,CO,1675223322
492,berwick,41.0545,-76.2333,-0.56,67,94,1.59,US,1675223247
493,emba,48.8264,58.1442,-14.41,81,2,4.16,KZ,1675223323
494,eberndorf,46.5914,14.6436,-5.85,87,4,0.95,AT,1675223323
495,youkounkoun,12.5333,-13.1333,22.53,17,1,1.71,GN,1675223323
496,christchurch,-43.5333,172.6333,22.45,77,40,5.14,NZ,1675223305
497,emerald,-23.5333,148.1667,33.5,45,59,3.68,AU,1675223324
498,cedar falls,42.5278,-92.4455,-13.73,71,0,2.06,US,1675223297
499,port moresby,-9.4431,147.1797,30.68,70,75,5.14,PG,1675223325
500,ilhabela,-23.7781,-45.3581,24.99,87,100,2.57,BR,1675223325
501,merauke,-8.4667,140.3333,29.73,71,100,4.05,ID,1675223326
502,linxia,35.6003,103.2064,-1.51,23,96,2.24,CN,1675223326
503,parbhani,19.2667,76.7833,23.01,43,4,5.09,IN,1675223183
504,esmeralda,21.8525,-78.1169,22.9,77,0,4.3,CU,1675223327
505,laredo,27.5064,-99.5075,4.16,100,100,5.14,US,1675223327
506,flin flon,54.7682,-101.865,-33.53,100,73,1.7,CA,1675223120
507,rudbar,30.15,62.6,14.43,45,0,9.04,AF,1675223328
508,rota,36.6224,-6.3586,5.12,81,0,2.06,ES,1675223329
509,waitara,-38.925,174.25,21.67,91,100,6.95,NZ,1675223329
510,xam nua,20.4197,104.0439,27.41,30,81,0.99,LA,1675223330
511,fort carson,38.7375,-104.7889,-4.77,74,0,3.6,US,1675223228
512,ambanja,-13.6833,48.45,24.96,89,51,1.12,MG,1675223330
513,dongsheng,39.8161,109.9776,-9.05,27,74,4.9,CN,1675223331
514,te anau,-45.4167,167.7167,21.37,71,100,0.93,NZ,1675223331
515,soldotna,60.4878,-151.0583,0.01,90,75,1.54,US,1675223332
516,ojinaga,29.5667,-104.4167,6.53,70,75,4.12,MX,1675223332
517,iqaluit,63.7506,-68.5145,-26.15,76,40,8.23,CA,1675223333
518,tabou,4.423,-7.3528,25.86,87,98,1.54,CI,1675223333
519,mindelo,16.8901,-24.9804,20.75,68,75,7.72,CV,1675223334
520,cap malheureux,-19.9842,57.6142,27.48,78,85,3.13,MU,1675223334
521,kankon,15.0167,74.0167,25.89,47,100,1.3,IN,1675223334
522,tupelo,34.2576,-88.7034,2.16,80,100,4.12,US,1675223335
523,calvinia,-31.4707,19.776,16.48,57,0,2.15,ZA,1675223335
524,yablonovo,50.8523,37.3574,-4.12,89,98,2.64,RU,1675223336
525,byron bay,-28.65,153.6167,29.41,77,40,4.67,AU,1675223336
526,kulhudhuffushi,6.6221,73.07,26.91,74,100,5.97,MV,1675223336
527,laguna,38.421,-121.4238,8.99,57,0,0.45,US,1675223337
528,kota kinabalu,5.9749,116.0724,29.99,79,20,1.03,MY,1675223337
529,ambon,-3.6954,128.1814,31.08,66,40,5.14,ID,1675223338
530,bandarbeyla,9.4942,50.8122,23.85,68,12,5.07,SO,1675223338
531,lyubinskiy,55.1542,72.6925,-20.74,96,41,2.77,RU,1675223339
532,ust-kut,56.7938,105.7672,-14.49,91,100,1.51,RU,1675223276
533,sagua la grande,22.8067,-80.0756,23.55,78,3,5.38,CU,1675223339
534,itarema,-2.9248,-39.9167,25.08,89,43,4.74,BR,1675223340
535,iquitos,-3.7481,-73.2472,26.02,89,40,1.03,PE,1675223340
536,maromitsa,59.8683,48.0123,-4.22,92,98,5.35,RU,1675223340
537,currais novos,-6.2608,-36.5178,22.45,85,64,5.93,BR,1675223341
538,ocos,14.5094,-92.1933,25.39,71,7,2.8,GT,1675223341
539,san luis,-33.295,-66.3356,24.46,58,58,3.82,AR,1675223112
540,akureyri,65.6835,-18.0878,-1.04,93,100,3.09,IS,1675223344
541,praid,46.55,25.1333,-4.27,98,100,1.48,RO,1675223345
542,san quintin,30.4833,-115.95,12.88,64,59,2.36,MX,1675223264
543,west helena,34.5507,-90.6418,-3.14,95,100,4.06,US,1675223347
544,warrington,53.3925,-2.5802,8.28,81,40,11.32,GB,1675223348
545,tiznit,29.5833,-9.5,9.61,27,36,7.02,MA,1675223350
546,ust-nera,64.5667,143.2,-22.94,95,100,1.79,RU,1675223350
547,mildura,-34.2,142.15,26.15,39,0,5.03,AU,1675223351
548,mazyr,52.0495,29.2456,-1.99,91,100,3.89,BY,1675223352
549,valdivia,-39.8142,-73.2459,15.05,69,0,1.3,CL,1675223163
550,kotdwara,29.75,78.5333,19.07,30,0,1.55,IN,1675223353
551,zhigansk,66.7697,123.3711,-28.48,98,100,2.88,RU,1675223354
552,knokke-heist,51.3333,3.3333,7.23,79,60,3.58,BE,1675223354
553,mitchell,43.7094,-98.0298,-17.01,71,0,2.06,US,1675223170
554,eyl,7.9803,49.8164,22.74,77,41,5.91,SO,1675223356
555,weligama,5.9667,80.4167,26.64,74,98,4.91,LK,1675223356
556,flinders,-34.5833,150.8552,25.14,66,4,4.54,AU,1675223357
557,cauquenes,-35.9671,-72.3225,13.88,48,0,0.88,CL,1675223358
558,mezhdurechenskiy,59.6,65.9333,-7.16,94,96,3.74,RU,1675223359
559,kalmunai,7.4167,81.8167,25.75,83,100,7.85,LK,1675223359
560,savannah bight,16.45,-85.85,26.36,76,6,9.81,HN,1675223361
561,quatre cocos,-20.2078,57.7625,27.27,72,98,6.32,MU,1675223362
562,clonakilty,51.6231,-8.8706,6.56,75,100,6.89,IE,1675223363
563,jiaohe,43.7286,127.3447,-7.84,79,99,2.98,CN,1675223364
564,tilichiki,60.4667,166.1,-11.78,92,100,3.39,RU,1675223365
565,zhezkazgan,47.8043,67.7144,-18.01,85,75,3.0,KZ,1675223366
566,pao de acucar,-9.7483,-37.4367,24.52,80,71,2.26,BR,1675223367
567,singkang,2.1006,102.7994,29.28,64,94,2.76,MY,1675223368
568,mandalgovi,45.7625,106.2708,-11.33,41,0,4.25,MN,1675223370
569,satun,6.8333,100.0,30.0,55,91,2.85,TH,1675223371
570,tahta,26.7693,31.5021,9.09,61,0,1.92,EG,1675223372
571,cobija,-11.0267,-68.7692,21.68,99,100,0.94,BO,1675223373
572,banda aceh,5.5577,95.3222,27.49,67,91,0.68,ID,1675223375
573,moindou,-21.6924,165.677,28.42,61,88,3.09,NC,1675223376
574,asekeyevo,53.5742,52.7972,-19.58,99,67,1.84,RU,1675223377
575,sironj,24.1,77.7,16.06,54,2,3.55,IN,1675223378
576,belmonte,-15.8631,-38.8828,24.31,82,4,1.73,BR,1675223379
577,horstel,52.3167,7.5833,5.81,64,100,8.35,DE,1675223380
578,skibbereen,51.55,-9.2667,9.5,77,100,7.7,IE,1675223380
579,sao francisco,-15.9486,-44.8644,20.78,78,39,1.26,BR,1675223302
580,amazar,53.858,120.875,-15.11,69,93,2.04,RU,1675223381
581,aksarka,66.5606,67.7975,-9.42,94,100,5.79,RU,1675223382
582,vila,42.0304,-8.1588,-1.51,84,57,1.83,PT,1675223382
583,ivankiv,50.9386,29.8943,-1.92,92,100,3.15,UA,1675223384
